Título,Fecha,Formato,idTutor,Tutor,Instit_Tutor,idRevisor,Revisor,Instit_Revisor,Nota
El pensamiento más acá del lenguaje,16/12/2015,Monografía,8764,Nivia Carmen Dangiolillo Espinel,Instituto de Psicología Social,8850,Javier Enrique Romano Silva,Instituto de Psicologìa Social,9
Abordajes familiares: Vínculos y circuitos violentos,16/12/2015,Otro,8773,Ana Cecilia Marotta Mendez,Instituto de Psicología Social,9006,Ana Carina Rodriguez Dos Santos,Instituto de Psicología de la Salud,5
Abordaje Comunitario del consumo problemático de drogas,16/12/2015,Monografía,8892,Luis Emilio Gimenez Guralnik,Instituto de Psicologìa de la Salud,8905,Victor Alberto Giorgi Gomez,Instituto de Psicología de la Salud,9
Psicoterapia del trauma: intervenciones con víctimas de situaciones extremas,16/12/2015,Monografía,8833,Graciela Ines Loarche Guerra,Instituto de Psicologìa de la Salud,8740,Maria Alejandra Arias Lozano,Instituto de Psicologìa Social,9
El uso de la TIC en la Educación Inicial: posibles relaciones con la creatividad y la imaginación en el niño,16/12/2015,Monografía,8751,Andrea Jimena Viera Gomez,"Instituto de Psicología, Educación y Desarrollo Humano",8822,Gabriela Etchebehere Arenas,"Instituto de Psicología, Educación y Desarrollo Humano",11
Aproximaciones a la clínica en situación de privación de libertad,16/12/2015,Monografía,8994,Silvana Beatriz Contino Nigro,Instituto de Psicología Clínica,8999,Sonia Maria Mosquera Villamil,Instituto de Psicologìa Social,9
Aportes a las Políticas Sociales desde el análisis de la construcción de la subjetividad en la exclusión social.,16/12/2015,Monografía,9006,Victor Alberto Giorgi Gomez,Instituto de Psicología de la Salud,8745,Anabel Lilian Beniscelli Taibo,Instituto de Psicología de la Salud,12
Violencia en el ámbito escolar: “Inclusión y exclusión en procesos de aprendizaje”,16/12/2015,Monografía,9006,Victor Alberto Giorgi Gomez,Instituto de Psicología de la Salud,8745,Anabel Lilian Beniscelli Taibo,Instituto de Psicología de la Salud,12
El cuento infantil en intervenciones clínicas.,17/12/2015,Monografía,8734,Alicia Maria Kachinovsky Melgar,Instituto de Psicología Clínica,8913,Maria De Las Mercedes Couso Lingeri,Instituto de Psicología Clínica,10
La psicoterapia grupal en niños en el marco del Plan de Implementación de Prestaciones de Salud Mental,17/12/2015,Monografía,8866,Julia Beatriz Tabo Vazquez,Instituto de Psicología Clínica,8858,Maria Julia Perea Negreira,Instituto de Psicologìa Social,10
Liberación menor. Una máquina artística,17/12/2015,Otro,8823,Gabriela Etcheverry Catalogne,Instituto de Psicología Social,8912,Jorge Maceiras Besnati,Instituto de Psicologìa Social,12
Efectos de la presencia y de la ausencia afectiva de los padres en el aprendizaje de los hijos,17/12/2015,Monografía,8896,Magdalena Estela Filgueira Emeric,"Instituto de Psicología, Educación y Desarrollo Humano",8806,Esther Haydee Angeriz Pampin,"Instituto de Psicología, Educación y Desarrollo Humano",10
Nuevas formas de aprender y desafíos del enseñar en el Siglo XXI,17/12/2015,Monografía,8806,Esther Haydee Angeriz Pampin,"Instituto de Psicología, Educación y Desarrollo Humano",8806,Esther Haydee Angeriz Pampin,"Instituto de Psicología, Educación y Desarrollo Humano",8
Consecuencia del conflicto trabajo-familia en empleados offshore.,17/12/2015,Pre-proyecto de investigación,8887,Lorena Funcasta Duce,Instituto de Psicologìa Social,8735,Alicia Isabel Migliaro Gonzalez,Instituto de Psicología Social,9
Cultura y Organización: Discriminación laboral hacia mujeres por razones de género.,17/12/2015,Monografía,8996,Silvia Virginia Franco Velazquez,Instituto de Psicologìa Social,8829,Gonzalo Matias Correa Moreira,Instituto de Psicología Social,5
Usos de las técnicas de hipnosis a lo largo de la historia de la psicología en el  Uruguay,17/12/2015,Pre-proyecto de investigación,8769,Laura Cecilia Baroni Piedra Buena,"Instituto de Psicología, Educación y Desarrollo Humano",8838,Jose Guillermo Milan Ramos,Instituto de Psicología Clínica,12
PROBLEMATIZAR  LA PSICOLOGIA DESDE LA PSICOLOGÍA DE LA LIBERACIÓN,17/12/2015,Monografía,8860,Jose Eduardo Viera Paparamborda,Instituto de Psicología de la Salud,8938,Maria Celia Robaina Sindin,Instituto de Psicología de la Salud,10
TEA y prácticas de inclusión: desafíos de la escuela actual,17/12/2015,Monografía,8751,Andrea Jimena Viera Gomez,"Instituto de Psicología, Educación y Desarrollo Humano",8758,Beatriz Gloria Falero Bonilla,Instituto de Fundamentos y Métodos en Psicología,10
VIEJAS EN MOVIMIENTO Cartografías de militancia feminista en la vejez,17/12/2015,Pre-proyecto de investigación,8769,Laura Cecilia Baroni Piedra Buena,"Instituto de Psicología, Educación y Desarrollo Humano",8934,Monica Sandra Llado Olivera,Instituto de Psicologìa Social,10
"El refugio, una problemática global. Aportes de la Psicología",17/12/2015,Monografía,8938,Maria Celia Robaina Sindin,Instituto de Psicología de la Salud,8860,Jose Eduardo Viera Paparamborda,Instituto de Psicologìa de la Salud,12
La gestión de Recursos Humanos relacionados al bienestar y engagement de los empleados desde la perspectiva Psicología Ocupacional Positiva,17/12/2015,Monografía,8887,Lorena Funcasta Duce,Instituto de Psicologìa Social,9002,Tommy Constantino Wittke Tallar,Instituto de Psicologìa Social,10
El quehacer del Psicólogo en el Programa Jóvenes en Red,17/12/2015,Pre-proyecto de investigación,8855,Jorge Alvaro Chavez Bidart,Instituto de Fundamentos y Métodos en Psicología,8769,Laura Cecilia Baroni Piedra Buena,"Instituto de Psicología, Educación y Desarrollo Humano",9
Aportes sobre lo traumático:  Articulaciones histórico-clínicas,17/12/2015,Monografía,8845,Irene Graciela Barros Vieitez,Instituto de Psicología Clínica,8821,Gabriela Lilian Bruno Camares,Instituto de Psicología Clínica,10
Riesgos Psicosociales en trabajadores del sector vestimenta uruguayo,18/12/2015,Pre-proyecto de investigación,8887,Lorena Funcasta Duce,Instituto de Psicologìa Social,8776,Clara Elizabeth Weisz Kohn,Instituto de Fundamentos y Métodos en Psicología,10
El ingreso a la vida universitaria:un recorrido incierto,18/12/2015,Monografía,8985,Sandra Lourdes Carbajal Toma,"Instituto de Psicología, Educación y Desarrollo Humano",8869,Karina Curione Bulla,Instituto de Fundamentos y Métodos en Psicología,11
Vinculo entre subjetividad vulnerable y Exclusión social,18/12/2015,Monografía,9001,Sylvia Norma Montañez Fierro,Instituto de Fundamentos y Métodos en Psicología,8776,Clara Elizabeth Weisz Kohn,Instituto de Fundamentos y Métodos en Psicología,8
Repetición. Lo mismo aparente (del Eidos a los falsos pretendientes),18/12/2015,Monografía,8814,Fernando Texeira,Instituto de Psicología Social,8805,Enrico Irrazabal Juanicotenea,Instituto de Psicologìa Social,12
"Trabajo, Reconocimiento y Subjetividad",18/12/2015,Monografía,9001,Sylvia Norma Montañez Fierro,Instituto de Fundamentos y Métodos en Psicología,8935,Monica Elizabeth Olaza Lopez,Instituto de Fundamentos y Métodos en Psicología,9
La participación de los adolescentes en la educación media. Derecho y herramienta.,18/12/2015,Pre-proyecto de investigación,8985,Sandra Lourdes Carbajal Toma,"Instituto de Psicología, Educación y Desarrollo Humano",8789,Raul Dario De Leon Siri,"Instituto de Psicología, Educación y Desarrollo Humano",10
El lugar de las familias que conviven con niñ@s diagnosticados con Trastorno del Espectro Autista. Sus vivencias y necesidades específicas.,18/12/2015,Monografía,8911,Maria Jose Bagnato Nuñez,Instituto de Fundamentos y Métodos en Psicología,8859,Jorge Fernando Salvo Spinatelli,Instituto de Fundamentos y Métodos en Psicología,12
El Practicantado: Un espacio de entramados múltiples.,18/12/2015,Pre-proyecto de investigación,8858,Jorge Maceiras Besnati,Instituto de Psicología Social,8814,Fernando Texeira,Instituto de Psicología Social,11
Significados y sentidos de la demencia,18/12/2015,Monografía,8973,Elbio Robert Perez Fernandez,Instituto de Psicologìa Social,8888,Lourdes Susana Salvo Sosa,Instituto de Psicología Clínica,12
Haciendo cruces: Pensando algunos aspectos de la práctica jurídica desde Lacan,18/12/2015,Monografía,8838,Jose Guillermo Milan Ramos,Instituto de Psicología Clínica,8896,Magdalena Estela Filgueira Emeric,"Instituto de Psicología, Educación y Desarrollo Humano",12
Consideraciones para indagar qué ocurre con la calidad de Persona en la Demencia,18/12/2015,Monografía,8973,Elbio Robert Perez Fernandez,Instituto de Psicologìa Social,8888,Lourdes Susana Salvo Sosa,Instituto de Psicología Clínica,12
Sublimación en los adolescentes de estos tiempos,18/12/2015,Monografía,8896,Magdalena Estela Filgueira Emeric,"Instituto de Psicología, Educación y Desarrollo Humano",8838,Jose Guillermo Milan Ramos,Instituto de Psicología Clínica,11
"Políticas Públicas Sociales, participación y producción de suibjetividades",18/12/2015,Monografía,8730,Alejandro Fabio Raggio Melognio,Instituto de Psicologìa Social,8863,Juan Enrique Fernandez Romar,Instituto de Psicologìa Social,10
ANÁLISIS EN DESVÍO. CARTOGRAFÍA DE UNA TERRITORIALIZACIÓN,18/12/2015,Monografía,8814,Fernando Texeira,Instituto de Psicología Social,8823,Gabriela Etcheverry Catalogne,Instituto de Psicología Social,12
Efectos del abandono temprano en la estructuración psíquica,21/12/2015,Monografía,8809,Evelina Kahan Kruchik,Instituto de Psicología Clínica,8801,Elika Capnikas Nemirovsky,Instituto de Psicología Clínica,11
Una mirada de la migración estudiantil: aportes desde la psicología ambiental,21/12/2015,Artículo científico,9268,Alicia Álvarez De León,Otros,8762,Carina Patricia Santiviago Ansuberro,"Instituto de Psicología, Educación y Desarrollo Humano",12
Hombres,21/12/2015,Monografía,8986,Sandra Gabriela Falero Pereira,Instituto de Psicología Clínica,8745,Anabel Lilian Beniscelli Taibo,Instituto de Psicología de la Salud,10
Sufrimiento psíquico del niño y su interrelación con lo ambiental en la sociedad posmoderna,21/12/2015,Monografía,8809,Evelina Kahan Kruchik,Instituto de Psicología Clínica,8801,Elika Capnikas Nemirovsky,Instituto de Psicología Clínica,9
El trabajo en el siglo XXI. El paradigma del éxito desde un enfoque psicoanalítico.,21/12/2015,Monografía,8953,Maria Nelly Rodriguez Ricciuto,Instituto de Psicología Clínica,8978,Rosa Catalina Zytner Tessler,Instituto de Psicología Clínica,12
"Aspectos psicológicos-emocionales que atraviesan las personas que las conducen a formar parte de las fábricas recuperadas, no siendo esta la única opción laboral”.",21/12/2015,Pre-proyecto de investigación,8776,Clara Elizabeth Weisz Kohn,Instituto de Fundamentos y Métodos en Psicología,8875,Laura Teresita Silvestri Piegas,Instituto de Fundamentos y Métodos en Psicología,7
Sueño e histeria. Un abordaje desde las tópicas freudianas,21/12/2015,Monografía,8817,Flora Ana Singer Sztajnic,Instituto de Psicología Clínica,9416,María Rodriguez,Instituto de Fundamentos y Métodos en Psicología,8
Los avatares del amor en la infancia y sus consecuencias,21/12/2015,Monografía,8809,Evelina Kahan Kruchik,Instituto de Psicología Clínica,8801,Elika Capnikas Nemirovsky,Instituto de Psicología Clínica,12
Reencuentro con los cuentos en – cantados. Su lugar en la constitución del sujeto.,21/12/2015,Monografía,8734,Alicia Maria Kachinovsky Melgar,Instituto de Psicología Clínica,9000,Maria Susana Martinez Ferreira,Instituto de Psicología Clínica,12
Coproducción y construcción de conocimientos desde la perspectiva de los productores familiares lecheros. La experiencia del EFI en la Colonia Alonso Montaño-Damon,21/12/2015,Pre-proyecto de investigación,8785,Daniela Carolina Diaz Santos,Instituto de Psicología de la Salud,8851,Joaquin Eduardo Marques Ferres,Instituto de Psicología Social,9
Motivaciones de varones jóvenes para pagar por sexo a prostitutas mujeres,21/12/2015,Pre-proyecto de investigación,8964,Pablo Adrián López Gómez,Instituto de Psicología de la Salud,8975,Maria Carolina Farias Rodriguez,"Instituto de Psicología, Educación y Desarrollo Humano",9
Representaciones Sociales de los y las adolescentes de tercer año del Ciclo Básico con respecto a las experiencias de primero y segundo en relación al Espacio Curricular Abierto.,21/12/2015,Pre-proyecto de investigación,8835,Graciela Beatriz Plachot Gonzalez,"Instituto de Psicología, Educación y Desarrollo Humano",9482,Fernando Rodrigo Vaccotti Martins,Instituto de Psicología de la Salud,12
Adolescentes en conflicto con la ley y estructura familiar,21/12/2015,Monografía,8856,Jorge Cohen Bonomo,Instituto de Fundamentos y Métodos en Psicología,8876,Leonardo Peluso Crespi,"Instituto de Psicología, Educación y Desarrollo Humano",11
Transitando la adolescencia: Quico,21/12/2015,Monografía,8817,Flora Ana Singer Sztajnic,Instituto de Psicología Clínica,8974,Roberto Julio Garcia Podesta,Instituto de Psicología Clínica,10
Repercusiones de lo traumático en la Primera Infancia.,21/12/2015,Monografía,8953,Maria Nelly Rodriguez Ricciuto,Instituto de Psicología Clínica,8721,Adriana Maria Tortorella Boliolo,Instituto de Psicología Clínica,10
Acerca de la influencia del ambiente en los pacientes diabéticos insulinodependientes. Una mirada desde el condicionamiento clásico.,21/12/2015,Pre-proyecto de investigación,8912,Maria Julia Perea Negreira,Instituto de Psicología Social,8876,Graciela Ines Loarche Guerra,"Instituto de Psicología, Educación y Desarrollo Humano",10
"""Emociones positivas y sentido del humor para una calidad de vida saludable""",21/12/2015,Monografía,8856,Jorge Cohen Bonomo,Instituto de Fundamentos y Métodos en Psicología,8833,Leonardo Peluso Crespi,Instituto de Psicología de la Salud,12
Desgaste profesional en árbitros del Interior (OFI).,21/12/2015,Pre-proyecto de investigación,8859,Jorge Fernando Salvo Spinatelli,Instituto de Fundamentos y Métodos en Psicología,8851,Joaquin Eduardo Marques Ferres,Instituto de Psicología Social,10
La inclusión del rol del Asistente Personal en el programa de educación inicial de Plan CAIF Romanela González,21/12/2015,Monografía,8911,Maria Jose Bagnato Nuñez,Instituto de Fundamentos y Métodos en Psicología,8799,Jose Eduardo Sivori Martinez,Instituto de Fundamentos y Métodos en Psicología,8
Expectativas de las y los adolescentes respecto al papel de sus padres como fuente de información y trasmisores de modelos de sexualidad.,21/12/2015,Pre-proyecto de investigación,8728,Alejandra Lopez Gomez,Instituto de Psicología de la Salud,8984,Sabrina Rossi Rodriguez,Instituto de Psicología de la Salud,10
Adultos mayores en situación de calle y demencia: Los modelos atención en centros 24 horas bajo la órbita del Programa de Atención a Personas en Situación de Calle,21/12/2015,Pre-proyecto de investigación,8973,Elbio Robert Perez Fernandez,Instituto de Psicologìa Social,8954,Nelson Jesus De Leon Lopez,Instituto de Psicologìa Social,9
Adolescencias y anorexias. Aproximación a un análisis multifactorial,21/12/2015,Monografía,8721,Adriana Maria Tortorella Boliolo,Instituto de Psicología Clínica,8994,Silvana Beatriz Contino Nigro,Instituto de Psicología Clínica,10
VAMO LOS PIBES! Narrativas de experiencias educativas exitosas de adolescentes del Aula Comunitaria N° 25 de Durazno.,21/12/2015,Pre-proyecto de investigación,8839,Gustavo Daniel Conde Rosito,Instituto de Psicología de la Salud,9006,Victor Alberto Giorgi Gomez,Instituto de Psicología de la Salud,12
Acoso sexual en el trabajo. Obstáculos para su denuncia y consecuencias de la vivencia para las víctimas,21/12/2015,Pre-proyecto de investigación,8964,Pablo Adrián López Gómez,Instituto de Psicología de la Salud,8833,Graciela Ines Loarche Guerra,Instituto de Psicología de la Salud,6
La evolución del juego en la psicoterapia con niños,22/12/2015,Monografía,8852,Joaquin Rodriguez Nebot,Instituto de Psicología Clínica,8893,Luis Alberto Goncalvez Boggio,Instituto de Psicología Clínica,8
Clínica Infantil: aproximaciones desde la Psicoterapia Corporal,22/12/2015,Monografía,8893,Luis Alberto Goncalvez Boggio,Instituto de Psicología Clínica,8852,Joaquin Rodriguez Nebot,Instituto de Psicología Clínica,12
La Orientación Vocacional Ocupacional en la Escuela Primaria,22/12/2015,Pre-proyecto de investigación,9268,Alicia Álvarez De León,Otros,8762,Carina Patricia Santiviago Ansuberro,"Instituto de Psicología, Educación y Desarrollo Humano",12
Explotación sexual a adolescentes en Uruguay: Problemática de extenso alcance social.,22/12/2015,Monografía,8938,Maria Celia Robaina Sindin,Instituto de Psicología de la Salud,9006,Victor Alberto Giorgi Gomez,Instituto de Psicología de la Salud,9
Empatía: Efectos de los vínculos primarios,22/12/2015,Monografía,8913,Maria De Las Mercedes Couso Lingeri,Instituto de Psicología Clínica,8733,Cesar Alfredo Parra Olivera,Instituto de Psicología Clínica,10
Bioenergética y Pilates. Cuando el cuerpo habla.,22/12/2015,Monografía,8893,Luis Alberto Goncalvez Boggio,Instituto de Psicología Clínica,8852,Joaquin Rodriguez Nebot,Instituto de Psicología Clínica,8
Algunos Aspectos Centrales de la Orientación Vocacional Ocupacional,22/12/2015,Monografía,9268,Alicia Álvarez De León,Otros,8762,Carina Patricia Santiviago Ansuberro,"Instituto de Psicología, Educación y Desarrollo Humano",8
Construcción del vínculo en la niñez: historia y presente.,22/12/2015,Monografía,8744,Ana Maria Araujo Felice,Instituto de Fundamentos y Métodos en Psicología,8745,Anabel Lilian Beniscelli Taibo,Instituto de Psicología de la Salud,9
Espacio en sala 26 del Hospital Vilardebó,22/12/2015,Otro,8913,Maria De Las Mercedes Couso Lingeri,Instituto de Psicología Clínica,8948,Maria Nancy Lopez Bango,Instituto de Psicología Clínica,11
Narcisismo: Una mirada sobre la producción de subjetividad en la Hipermodernidad,22/12/2015,Monografía,8741,Ana Luisa Hounie Gonzalez,Instituto de Psicología Clínica,8823,Gabriela Etcheverry Catalogne,Instituto de Psicología Social,10
Impactos psicosociales en los hijos de detenidos-desaparecidos percibidos en su vida actual como adultos,22/12/2015,Pre-proyecto de investigación,8938,Maria Celia Robaina Sindin,Instituto de Psicología de la Salud,8999,Sonia Maria Mosquera Villamil,Instituto de Psicologìa Social,10
La elaboración del trauma desde la Bioenergética Suave. El Butterfly Touch como herramienta,22/12/2015,Monografía,8893,Luis Alberto Goncalvez Boggio,Instituto de Psicología Clínica,8852,Joaquin Rodriguez Nebot,Instituto de Psicología Clínica,12
FACTORES QUE INCIDEN EN LA DESAFILIACIÓN UNIVERSITARIA AFRODESCENDIENTE,22/12/2015,Pre-proyecto de investigación,8935,Monica Elizabeth Olaza Lopez,Instituto de Fundamentos y Métodos en Psicología,9010,Virginia Masse Fagundez,Instituto de Fundamentos y Métodos en Psicología,12
Carácter y sexualidades contemporáneas. Una aproximación a las histerias desde la psicoterapia corporal.,22/12/2015,Monografía,8893,Luis Alberto Goncalvez Boggio,Instituto de Psicología Clínica,8979,Joaquin Rodriguez Nebot,Instituto de Psicología de la Salud,12
"Construcción de la Función Materna. Una mirada desde el psicoanálisis en relación a prácticas, discursos y significados.",22/12/2015,Monografía,8779,Claudia Martinez Olhagaray,Instituto de Psicología Clínica,8852,Maria De Las Mercedes Couso Lingeri,Instituto de Psicología Clínica,11
La educación sexual de maestros y maestras desde la perspectiva de género.,22/12/2015,Pre-proyecto de investigación,8964,Pablo Adrián López Gómez,Instituto de Psicología de la Salud,8913,Rossana Blanco Falero,Instituto de Psicología Clínica,11
Subjetividades en debate: deconstruyendo los autismos y sus complejidades,22/12/2015,Monografía,8741,Ana Luisa Hounie Gonzalez,Instituto de Psicología Clínica,8749,Andrea Clara Bielli Pallela,Instituto de Psicología Clínica,11
transmisión psíquica y producción de subjetividad,22/12/2015,Monografía,9010,Virginia Masse Fagundez,Instituto de Fundamentos y Métodos en Psicología,8776,Clara Elizabeth Weisz Kohn,Instituto de Fundamentos y Métodos en Psicología,9
Efectos de la Danceability en los adolescentes con parálisis cerebral de la Escuela Franklin Delano Roosevelt consideradas a través de las narrativas discursivas sobre sí mismos.,22/12/2015,Pre-proyecto de investigación,8819,Gabriel Eira Charquero,Instituto de Psicología Social,8823,Gabriela Etcheverry Catalogne,Instituto de Psicología Social,7
Teatro y terapia. Puntos de encuentro en la práctica psicológica,22/12/2015,Monografía,9001,Sylvia Norma Montañez Fierro,Instituto de Fundamentos y Métodos en Psicología,9010,Virginia Masse Fagundez,Instituto de Fundamentos y Métodos en Psicología,11
Intentos de autoeliminación en adolescentes mujeres y su relación con los vínculos primarios,22/12/2015,Monografía,8948,Maria Nancy Lopez Bango,Instituto de Psicología Clínica,8741,Julia Beatriz Tabo Vazquez,Instituto de Psicología Clínica,8
Benzodiacepinas en el embarazo,22/12/2015,Monografía,8749,Andrea Clara Bielli Pallela,Instituto de Psicología Clínica,8866,Ana Luisa Hounie Gonzalez,Instituto de Psicología Clínica,6
¿Hipermodernidad e hiperbullying? Las repercusiones del bullying en la construcción de subjetividad,22/12/2015,Pre-proyecto de investigación,8744,Ana Maria Araujo Felice,Instituto de Fundamentos y Métodos en Psicología,8776,Clara Elizabeth Weisz Kohn,Instituto de Fundamentos y Métodos en Psicología,12
Abuso sexual Infantil. Respuesta del sistema de Salud Pública y Privada ante casos de abuso sexual infantil.,22/12/2015,Pre-proyecto de investigación,8964,Pablo Adrián López Gómez,Instituto de Psicología de la Salud,8979,Rossana Blanco Falero,Instituto de Psicología de la Salud,10
Psicoanalisis y cuidado de si,22/12/2015,Monografía,8838,Jose Guillermo Milan Ramos,Instituto de Psicología Clínica,8965,Paola Segovia,Instituto de Psicología de la Salud,8
Caracterización de las dificultades de aprendizaje en la clínica psicoanalítica con niños.,22/12/2015,Monografía,8734,Alicia Maria Kachinovsky Melgar,Instituto de Psicología Clínica,8994,Silvana Beatriz Contino Nigro,Instituto de Psicología Clínica,12
Maltrato Infantil y Resiliencia,22/12/2015,Monografía,8903,Margarita Maria Fraga Mereles,Instituto de Psicología Clínica,8994,Silvana Beatriz Contino Nigro,Instituto de Psicología Clínica,10
Pensando el aprendizaje y la simbolización en la actualidad: reflexiones y desafíos del nuevo siglo,22/12/2015,Monografía,8801,Elika Capnikas Nemirovsky,Instituto de Psicología Clínica,8734,Alicia Maria Kachinovsky Melgar,Instituto de Psicología Clínica,12
Depresión en adolescentes y su relación con las TIC,22/12/2015,Monografía,8809,Evelina Kahan Kruchik,Instituto de Psicología Clínica,8994,Silvana Beatriz Contino Nigro,Instituto de Psicología Clínica,11
Bullying en la etapa escolar: Perfil y características de los actores. Consecuencias y líneas de intervención para su prevención en las escuelas,22/12/2015,Monografía,8809,Evelina Kahan Kruchik,Instituto de Psicología Clínica,8733,Cesar Alfredo Parra Olivera,Instituto de Psicología Clínica,10
Teoría de la Mente y Trastornos de Personalidad en Personas Privadas de Libertad,22/12/2015,Pre-proyecto de investigación,8885,Lisandro Heber Vales Motta,Instituto de Fundamentos y Métodos en Psicología,8991,Luis Sergio Dansilio De Simone,Instituto de Fundamentos y Métodos en Psicología,10
La experiencia laboral: ¿Determina para las organizaciones la contratación de jóvenes recién graduados y les acarrea repercusiones?,23/12/2015,Pre-proyecto de investigación,8887,Lorena Funcasta Duce,Instituto de Psicologìa Social,8996,Silvia Virginia Franco Velazquez,Instituto de Psicologìa Social,10
Influencia de las características particulares de las usuarias de la clínica de tratamiento de adicciones Centro de Referencia Nacional de la Red de Drogas portal Amarillo en sus estrategias de tratamiento,23/12/2015,Pre-proyecto de investigación,8819,Gabriel Eira Charquero,Instituto de Psicología Social,8764,Nivia Carmen Dangiolillo Espinel,Instituto de Psicología Social,10
Los proyectos de vida de los adolescentes rurales del pueblo Enrique Martínez “La Charqueada”,23/12/2015,Pre-proyecto de investigación,8785,Daniela Carolina Diaz Santos,Instituto de Psicología de la Salud,8979,Rossana Blanco Falero,Instituto de Psicología de la Salud,7
"La violencia escolar. dimensiones, sentidos y representaciones",23/12/2015,Monografía,8730,Alejandro Fabio Raggio Melognio,Instituto de Psicología Social,9013,Irene Graciela Barros Vieitez,"Instituto de Psicología, Educación y Desarrollo Humano",12
Efectos de la electrificacion y conectividad en niños y maestros de tres escuelas rurales uruguayas a partir del Proyecto Luces para aprender,23/12/2015,Pre-proyecto de investigación,8785,Daniela Carolina Diaz Santos,Instituto de Psicologìa de la Salud,8845,Yliana Zeballos Fernandez,Instituto de Psicología Clínica,9
Estilos parentales y desarrollo infantil,23/12/2015,Monografía,8785,Daniela Carolina Diaz Santos,Instituto de Psicología de la Salud,9013,Yliana Zeballos Fernandez,"Instituto de Psicología, Educación y Desarrollo Humano",9
“Características de los procesos de Enseñanza y Aprendizaje desde la Pedagogía Rural Uruguaya”,23/12/2015,Monografía,8785,Daniela Carolina Diaz Santos,Instituto de Psicología de la Salud,9013,Yliana Zeballos Fernandez,"Instituto de Psicología, Educación y Desarrollo Humano",10
Trastorno del Espectro Autista desde la Teoría Familiar Sistémica,28/12/2015,Monografía,8859,Jorge Fernando Salvo Spinatelli,Instituto de Fundamentos y Métodos en Psicología,8856,Jorge Cohen Bonomo,Instituto de Fundamentos y Métodos en Psicología,10
La violencia contra la mujer: desde el enfoque de género al Psicoanálisis,28/12/2015,Monografía,8828,Walter Gonzalo Corbo Correa,Instituto de Psicología Clínica,8942,Maria Pilar Bacci Mañaricua,Instituto de Psicología Clínica,7
Cuentos personalizados. Similitudes y diferencias con las narrativas infantiles,28/12/2015,Monografía,8915,Maria Patricia Dominguez Perez,Instituto de Psicología Clínica,8801,Elika Capnikas Nemirovsky,Instituto de Psicología Clínica,12
Un estilo de apego inseguro como factor de riesgo en la permanencia de las mujeres víctimas de violencia en su relación con el agresor,28/12/2015,Pre-proyecto de investigación,8828,Walter Gonzalo Corbo Correa,Instituto de Psicología Clínica,9240,Veronica Perez Horvath,Instituto de Psicología Clínica,12
El apego y la incidencia en las dificultades de aprendizaje,28/12/2015,Monografía,8801,Elika Capnikas Nemirovsky,Instituto de Psicología Clínica,8809,Evelina Kahan Kruchik,Instituto de Psicología Clínica,9
Influencia de los adultos en el futbol infantil,28/12/2015,Monografía,8915,Maria Patricia Dominguez Perez,Instituto de Psicología Clínica,8859,Jorge Fernando Salvo Spinatelli,Instituto de Fundamentos y Métodos en Psicología,8
La interpretación en psicoanálisis: un recorrido de Freud a Lacan,28/12/2015,Monografía,9240,Veronica Perez Horvath,Instituto de Psicología Clínica,8821,Gabriela Lilian Bruno Camares,Instituto de Psicología Clínica,12
"Ser, hacer, devenir, crear. Las miradas del Psicoanálisis y el Arte.",28/12/2015,Monografía,8817,Flora Ana Singer Sztajnic,Instituto de Psicología Clínica,8741,Ana Luisa Hounie Gonzalez,Instituto de Psicología Clínica,9
El discurso de las mujeres víctimas de Violencia Doméstica en cuanto a la experiencia subjetiva de la aplicación de protocolo de intervención policial y el tratamiento que se le da a su problemática una vez realizada la denuncia,28/12/2015,Pre-proyecto de investigación,9482,Maria Carolina Farias Rodriguez,Instituto de Psicología de la Salud,9458,Raquel Galeotti,Instituto de Psicología de la Salud,10
Construcción de la maternidad en el ámbito de la reproducción humana asistida,28/12/2015,Monografía,9482,Maria Carolina Farias Rodriguez,Instituto de Psicología de la Salud,8817,Alejandra Lopez Gomez,Instituto de Psicología Clínica,8
Algunas consideraciones acerca de la psicosis desde el punto de vista del psicoanálisis,28/12/2015,Monografía,8838,Jose Guillermo Milan Ramos,Instituto de Psicología Clínica,8728,Flora Ana Singer Sztajnic,Instituto de Psicología de la Salud,11
Mujeres privadas de libertad en Uruguay que viven con sus hijos en prisión,28/12/2015,Monografía,8736,Alicia Cristina Muniz Martoy,Instituto de Psicología Clínica,8994,Silvana Beatriz Contino Nigro,Instituto de Psicología Clínica,9
Creatividad y teoría del reconocimiento de Axel Honneth ¿Proximidades o divergencias?¿Encuentros o desencuentros?,29/12/2015,Monografía,9001,Sylvia Norma Montañez Fierro,Instituto de Fundamentos y Métodos en Psicología,8875,Laura Teresita Silvestri Piegas,Instituto de Fundamentos y Métodos en Psicología,11
Personas Adultas Mayores: Representaciones sociales sobre la soledad y su incidencia a la hora de precisar cuidados. Un estudio cualitativo en la ciudad de Montevideo,29/12/2015,Pre-proyecto de investigación,8908,Maria Lidia Carbajal Morales,Instituto de Psicologìa Social,8811,Fernando Berriel Taño,Instituto de Psicologìa Social,9
LA VEJEZ A PROSCENIO. Proyecto de sistematización de la práctica con adultos mayores y teatro en el hogar israelita,29/12/2015,Otro,8934,Monica Sandra Llado Olivera,Instituto de Psicología Social,8811,Fernando Berriel Taño,Instituto de Psicologìa Social,9
